"","Entry","X2","X","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage"
"296","Q5RAP9","lcl|NW_011934560.1_cds_XP_011429143.1_100",146,"AT5G2_PONAB","reviewed","ATP synthase F(0) complex subunit C2, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 2) (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)","ATP5MC2 ATP5G2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",141,"","",""
"297","Q5RAP9","lcl|NW_011934560.1_cds_XP_011429213.1_101",146,"AT5G2_PONAB","reviewed","ATP synthase F(0) complex subunit C2, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 2) (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)","ATP5MC2 ATP5G2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",141,"","",""
"298","Q5RBM1","lcl|NW_011934589.1_cds_XP_011440625.1_196",72,"RPN2_PONAB","reviewed","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2)","RPN2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",631,"","",""
"299","Q5RCD2","lcl|NW_011934558.1_cds_XP_011426919.1_83",123,"TCPZ_PONAB","reviewed","T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta)","CCT6","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",531,"","",""
"300","Q5REG1","lcl|NW_011934558.1_cds_XP_011427644.1_90",134,"SART3_PONAB","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3)","SART3","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",981,"","",""
"301","Q5REG1","lcl|NW_011934558.1_cds_XP_011427644.1_90",134,"SART3_PONAB","reviewed","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3)","SART3","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",981,"","",""
"302","Q5XIL3","lcl|NW_011934501.1_cds_XP_011445785.1_3",7,"RPC3_RAT","reviewed","DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3) (DNA-directed RNA polymerase III subunit C)","Polr3c","Rattus norvegicus (Rat)",533,"","",""
"303","Q5ZEQ8","lcl|NW_011934589.1_cds_XP_011440509.1_195",71,"FJX1_XIPMA","reviewed","Four-jointed box protein 1 (Four-jointed protein homolog)","fjx1","Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)",427,"","",""
"304","Q5ZHN4","lcl|NW_011934589.1_cds_XP_011438219.1_174",67,"XRP2_CHICK","reviewed","Protein XRP2","RP2 RCJMB04_35c24","Gallus gallus (Chicken)",357,"","",""
"305","Q5ZHN4","lcl|NW_011934589.1_cds_XP_011438296.1_175",67,"XRP2_CHICK","reviewed","Protein XRP2","RP2 RCJMB04_35c24","Gallus gallus (Chicken)",357,"","",""
"306","Q5ZLY5","lcl|NW_011934594.1_cds_XP_011443785.1_219",83,"PKHF2_CHICK","reviewed","Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)","PLEKHF2 RCJMB04_4g10","Gallus gallus (Chicken)",249,"","",""
"307","Q5ZLY5","lcl|NW_011934594.1_cds_XP_011443946.1_220",83,"PKHF2_CHICK","reviewed","Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)","PLEKHF2 RCJMB04_4g10","Gallus gallus (Chicken)",249,"","",""
"308","Q5ZLY5","lcl|NW_011934594.1_cds_XP_011444013.1_222",83,"PKHF2_CHICK","reviewed","Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)","PLEKHF2 RCJMB04_4g10","Gallus gallus (Chicken)",249,"","",""
"309","Q60974","lcl|NW_011934558.1_cds_XP_011426109.1_81",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"310","Q60974","lcl|NW_011934558.1_cds_XP_011426109.1_81",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"311","Q60974","lcl|NW_011934558.1_cds_XP_011426352.1_77",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"312","Q60974","lcl|NW_011934558.1_cds_XP_011426189.1_79",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"313","Q60974","lcl|NW_011934558.1_cds_XP_011426803.1_82",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"314","Q60974","lcl|NW_011934558.1_cds_XP_011426653.1_80",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"315","Q60974","lcl|NW_011934558.1_cds_XP_011426189.1_79",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"316","Q60974","lcl|NW_011934558.1_cds_XP_011426803.1_82",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"317","Q60974","lcl|NW_011934558.1_cds_XP_011426269.1_78",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"318","Q60974","lcl|NW_011934558.1_cds_XP_011426352.1_77",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"319","Q60974","lcl|NW_011934558.1_cds_XP_011426427.1_75",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"320","Q60974","lcl|NW_011934558.1_cds_XP_011426427.1_75",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"321","Q60974","lcl|NW_011934558.1_cds_XP_011426269.1_78",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"322","Q60974","lcl|NW_011934558.1_cds_XP_011426653.1_80",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"323","Q60974","lcl|NW_011934558.1_cds_XP_011426504.1_76",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"324","Q60974","lcl|NW_011934558.1_cds_XP_011426504.1_76",115,"NCOR1_MOUSE","reviewed","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)","Ncor1 Rxrip13","Mus musculus (Mouse)",2453,"TISSUE SPECIFICITY: Ubiquitous.","",""
"325","Q63060","lcl|NW_011934516.1_cds_XP_019923670.1_10",23,"GLPK_RAT","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP-stimulated glucocorticoid-receptor translocation promoter) (ASTP) (ATP:glycerol 3-phosphotransferase)","Gk Gyk","Rattus norvegicus (Rat)",524,"","",""
"326","Q63060","lcl|NW_011934516.1_cds_XP_019923453.1_9",23,"GLPK_RAT","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP-stimulated glucocorticoid-receptor translocation promoter) (ASTP) (ATP:glycerol 3-phosphotransferase)","Gk Gyk","Rattus norvegicus (Rat)",524,"","",""
"327","Q63060","lcl|NW_011934516.1_cds_XP_011428421.2_8",23,"GLPK_RAT","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP-stimulated glucocorticoid-receptor translocation promoter) (ASTP) (ATP:glycerol 3-phosphotransferase)","Gk Gyk","Rattus norvegicus (Rat)",524,"","",""
"328","Q64516","lcl|NW_011934516.1_cds_XP_019923670.1_10",24,"GLPK_MOUSE","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","Gk Gyk","Mus musculus (Mouse)",559,"","",""
"329","Q64516","lcl|NW_011934516.1_cds_XP_019923891.1_11",24,"GLPK_MOUSE","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","Gk Gyk","Mus musculus (Mouse)",559,"","",""
"330","Q64516","lcl|NW_011934516.1_cds_XP_019923453.1_9",24,"GLPK_MOUSE","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","Gk Gyk","Mus musculus (Mouse)",559,"","",""
"331","Q64516","lcl|NW_011934516.1_cds_XP_019923891.1_11",24,"GLPK_MOUSE","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","Gk Gyk","Mus musculus (Mouse)",559,"","",""
"332","Q64516","lcl|NW_011934516.1_cds_XP_011428421.2_8",24,"GLPK_MOUSE","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","Gk Gyk","Mus musculus (Mouse)",559,"","",""
"333","Q66HG8","lcl|NW_011934527.1_cds_XP_011437695.1_20",42,"RED_RAT","reviewed","Protein Red (Cytokine IK) (IK factor)","Ik","Rattus norvegicus (Rat)",557,"","",""
"334","Q66IZ5","lcl|NW_011934594.1_cds_XP_011443354.1_216",81,"TAD3B_XENLA","reviewed","Transcriptional adapter 3-B (ADA3 homolog B) (Transcriptional adapter 3-like B) (ADA3-like protein B)","tada3-b ada3-b tada3l-b","Xenopus laevis (African clawed frog)",432,"","",""
"335","Q68F70","lcl|NW_011934586.1_cds_XP_011437859.1_165",63,"INT4_XENLA","reviewed","Integrator complex subunit 4 (Int4)","ints4","Xenopus laevis (African clawed frog)",969,"","",""
"336","Q6AY59","lcl|NW_011934501.1_cds_XP_011426503.1_1",3,"MOC2B_RAT","reviewed","Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)","Mocs2","Rattus norvegicus (Rat)",200,"","",""
"337","Q6AY59","lcl|NW_011934501.1_cds_XP_011434216.1_2",3,"MOC2B_RAT","reviewed","Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)","Mocs2","Rattus norvegicus (Rat)",200,"","",""
"338","Q6DEZ2","lcl|NW_011934575.1_cds_XP_011433717.1_139",183,"F120A_XENTR","reviewed","Constitutive coactivator of PPAR-gamma-like protein 1 homolog (Protein FAM120A)","fam120a","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",1043,"","",""
"339","Q6DRC0","lcl|NW_011934528.1_cds_XP_019926840.1_21",50,"SYSC_DANRE","reviewed","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS)","sars1 sars","Danio rerio (Zebrafish) (Brachydanio rerio)",515,"","",""
"340","Q6F6B3","lcl|NW_011934520.1_cds_XP_011429578.1_13",34,"TANC1_RAT","reviewed","Protein TANC1 (TPR domain, ankyrin-repeat and coiled-coil domain-containing protein 1)","Tanc1 Tanc","Rattus norvegicus (Rat)",1849,"TISSUE SPECIFICITY: Expressed in heart, lung, liver and kidney. Expressed in brain (at protein level). {ECO:0000269|PubMed:15673434}.","","DEVELOPMENTAL STAGE: Detected as early as postnatal day one with increasing expression levels through 20 weeks after birth."
"341","Q6GNV7","lcl|NW_011934612.1_cds_XP_019929820.1_299",104,"DIRC2_XENLA","reviewed","Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog)","slc49a4 dirc2","Xenopus laevis (African clawed frog)",456,"","",""
"342","Q6P799","lcl|NW_011934528.1_cds_XP_019926840.1_21",46,"SYSC_RAT","reviewed","Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","Sars1 Sars","Rattus norvegicus (Rat)",512,"","",""
"343","Q6PFY8","lcl|NW_011934586.1_cds_XP_011437975.1_169",65,"TRI45_MOUSE","reviewed","Tripartite motif-containing protein 45","Trim45","Mus musculus (Mouse)",580,"","",""
"344","Q6YHK3","lcl|NW_011934605.1_cds_XP_019929033.1_278",100,"CD109_HUMAN","reviewed","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)","CD109 CPAMD7","Homo sapiens (Human)",1445,"TISSUE SPECIFICITY: Widely expressed with high level in uterus, aorta, heart, lung, trachea, placenta and in fetal heart, kidney, liver, spleen and lung. Expressed by CD34(+) acute myeloid leukemia cell lines, T-cell lines, activated T-lymphoblasts, endothelial cells and activated platelets. Isoform 4 is expressed in placenta. Isoform 1 is expressed in keratinocytes and placenta. {ECO:0000269|PubMed:11861284, ECO:0000269|PubMed:14980714, ECO:0000269|PubMed:16754747}.","",""
"345","Q7M3Y3","lcl|NW_011934612.1_cds_XP_011454171.1_311",112,"TNNI_CHLNI","reviewed","Troponin I (TnI)","","Chlamys nipponensis akazara (Akazara scallop) (Japanese scallop)",292,"","",""
"346","Q7M3Y3","lcl|NW_011934612.1_cds_XP_011454255.1_312",112,"TNNI_CHLNI","reviewed","Troponin I (TnI)","","Chlamys nipponensis akazara (Akazara scallop) (Japanese scallop)",292,"","",""
"347","Q7Z442","lcl|NW_011934612.1_cds_XP_011453703.1_304",108,"PK1L2_HUMAN","reviewed","Polycystic kidney disease protein 1-like 2 (PC1-like 2 protein) (Polycystin-1L2)","PKD1L2 KIAA1879 PC1L2","Homo sapiens (Human)",2459,"TISSUE SPECIFICITY: Expressed in all tissues tested including brain, placenta, mammary gland, testis, lung and liver. Highest expression in skeletal muscle. Isoform 2 is expressed in heart and kidney. {ECO:0000269|PubMed:12782129}.","","DEVELOPMENTAL STAGE: Expressed in fetal heart."
"348","Q7Z443","lcl|NW_011934612.1_cds_XP_019930013.1_306",110,"PK1L3_HUMAN","reviewed","Polycystic kidney disease protein 1-like 3 (PC1-like 3 protein) (Polycystin-1L3)","PKD1L3","Homo sapiens (Human)",1732,"TISSUE SPECIFICITY: Highly expressed in placenta, weakly in heart and lung. {ECO:0000269|PubMed:12782129}.","",""
"349","Q7ZUX1","lcl|NW_011934501.1_cds_XP_011445785.1_3",10,"RPC3_DANRE","reviewed","DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3) (DNA-directed RNA polymerase III subunit C)","polr3c zgc:56348","Danio rerio (Zebrafish) (Brachydanio rerio)",539,"","",""
"350","Q80V70","lcl|NW_011934559.1_cds_XP_019923135.1_93",141,"MEGF6_MOUSE","reviewed","Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)","Megf6 Egfl3","Mus musculus (Mouse)",1572,"","",""
"351","Q80V70","lcl|NW_011934559.1_cds_XP_019923135.1_93",141,"MEGF6_MOUSE","reviewed","Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)","Megf6 Egfl3","Mus musculus (Mouse)",1572,"","",""
"352","Q80V70","lcl|NW_011934559.1_cds_XP_019923135.1_93",141,"MEGF6_MOUSE","reviewed","Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)","Megf6 Egfl3","Mus musculus (Mouse)",1572,"","",""
"353","Q80V70","lcl|NW_011934559.1_cds_XP_019923135.1_93",141,"MEGF6_MOUSE","reviewed","Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)","Megf6 Egfl3","Mus musculus (Mouse)",1572,"","",""
"354","Q80V70","lcl|NW_011934559.1_cds_XP_019923135.1_93",141,"MEGF6_MOUSE","reviewed","Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)","Megf6 Egfl3","Mus musculus (Mouse)",1572,"","",""
"355","Q80YV2","lcl|NW_011934589.1_cds_XP_011440322.1_194",70,"NIPA_MOUSE","reviewed","Nuclear-interacting partner of ALK (Nuclear-interacting partner of anaplastic lymphoma kinase) (mNIPA) (Zinc finger C3HC-type protein 1)","Zc3hc1 Nipa","Mus musculus (Mouse)",501,"","",""
"356","Q8AXX2","lcl|NW_011934591.1_cds_XP_011442237.1_207",77,"TBX1_DANRE","reviewed","T-box transcription factor TBX1 (T-box protein 1)","tbx1 zgc:136724","Danio rerio (Zebrafish) (Brachydanio rerio)",460,"TISSUE SPECIFICITY: Expressed in the ear and mesendodermal components of pharyngeal arches. {ECO:0000269|PubMed:12952905}.","","DEVELOPMENTAL STAGE: Expression first detected at 5.0 hours post fertilization (hpf) in the dorsal blastoderm margin. Through the stage of embryonic shield formation, expression is restricted to the hypoblast, in the region of cells fated to become head and lateral plate mesoderm and pharyngeal endoderm. At 18 hpf, when the heart tube is beginning to assemble, three domains of expression can be seen: cardiac precursors, pharyngeal arch precursors and otic vesicle. These three domains remain the sites of expression to varying degrees through at least 72 hpf. By 51 hpf, expression can be seen in the cardiac outflow tract, the ventricle and the atrium, although by 72 hpf cardiac expression is strongest in the cardiac outflow tract. {ECO:0000269|PubMed:12972000}."
"357","Q8BKS9","lcl|NW_011934580.1_cds_XP_011435352.2_150",197,"PUM3_MOUSE","reviewed","Pumilio homolog 3","Pum3 D19Bwg1357e Kiaa0020","Mus musculus (Mouse)",647,"TISSUE SPECIFICITY: In the adult eye, expressed primarily in retinal ganglion cells and, to a lesser extent, in the pigmented cells. {ECO:0000269|PubMed:19319195}.","",""
"358","Q8BRK9","lcl|NW_011934574.1_cds_XP_011433124.1_132",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","",""
"359","Q8BRK9","lcl|NW_011934574.1_cds_XP_011433046.1_131",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","",""
"360","Q8BRK9","lcl|NW_011934574.1_cds_XP_011433197.1_133",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","",""
"361","Q8BRK9","lcl|NW_011934574.1_cds_XP_011433280.1_134",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","",""
"362","Q8BSF4","lcl|NW_011934558.1_cds_XP_011427533.1_88",133,"PISD_MOUSE","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","Pisd","Mus musculus (Mouse)",406,"TISSUE SPECIFICITY: Widely expressed, with highest levels in testis, including Sertoli cells, followed by liver. {ECO:0000269|PubMed:16192276}.","","DEVELOPMENTAL STAGE: Expressed during development in tissues rich in mitochondria, such as heart. In liver, low expression level observed in embryos and newborn animals increases 10-fold in adult. {ECO:0000269|PubMed:16192276}."
"363","Q8BSF4","lcl|NW_011934558.1_cds_XP_011427448.1_89",133,"PISD_MOUSE","reviewed","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","Pisd","Mus musculus (Mouse)",406,"TISSUE SPECIFICITY: Widely expressed, with highest levels in testis, including Sertoli cells, followed by liver. {ECO:0000269|PubMed:16192276}.","","DEVELOPMENTAL STAGE: Expressed during development in tissues rich in mitochondria, such as heart. In liver, low expression level observed in embryos and newborn animals increases 10-fold in adult. {ECO:0000269|PubMed:16192276}."
"364","Q8BYF6","lcl|NW_011934612.1_cds_XP_011453923.1_309",111,"SC5A8_MOUSE","reviewed","Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8)","Slc5a8 Smct Smct1","Mus musculus (Mouse)",611,"TISSUE SPECIFICITY: Expressed in brain, colon, kidney and in the ileum and jejunum of small intestine. In the kidney, expression occurred in the proximal tubule and the loop of Henle, being restricted to tubular epithelial cells in both the cortex and the medulla. In the colon, predominantly expressed in the distal half of the large bowel and in the most terminal ileum. Localized selectively in the luminal surface of crypts in the large intestine and to the brush border in the middle parts of crypts in the cecum. In the brain, expression was seen throughout, exclusively in neurons, including the cortex, hippocampus, cerebellum and pituitary gland (at protein level). Expression is reduced in oligodendrogliomas. {ECO:0000269|PubMed:15322102, ECO:0000269|PubMed:15867356, ECO:0000269|PubMed:16805814, ECO:0000269|PubMed:17099289, ECO:0000269|PubMed:17245649}.","",""
"365","Q8C3F2","lcl|NW_011934575.1_cds_XP_011433717.1_139",182,"F120C_MOUSE","reviewed","Constitutive coactivator of PPAR-gamma-like protein 2 (Protein FAM120C)","Fam120c ORF34","Mus musculus (Mouse)",1091,"","",""
"366","Q8K0U4","lcl|NW_011934520.1_cds_XP_011430737.1_12",28,"HS12A_MOUSE","reviewed","Heat shock 70 kDa protein 12A","Hspa12a Kiaa0417","Mus musculus (Mouse)",675,"TISSUE SPECIFICITY: Expressed most strongly in brain, kidney and heart with little or no expression in other tissues (PubMed:12552099). In the brain, expressed in glial cells, including astrocytes (at protein level) (PubMed:30679749). In the aorta, preferentially expressed in lesions (PubMed:12552099). {ECO:0000269|PubMed:12552099, ECO:0000269|PubMed:30679749}.","",""
"367","Q8K389","lcl|NW_011934525.1_cds_XP_011433459.1_17",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}."
"368","Q8K389","lcl|NW_011934525.1_cds_XP_011434994.1_18",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}."
"369","Q8K389","lcl|NW_011934525.1_cds_XP_011434217.1_14",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}."
"370","Q8K389","lcl|NW_011934525.1_cds_XP_011436541.1_15",39,"CK5P2_MOUSE","reviewed","CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48)","Cdk5rap2 Kiaa1633","Mus musculus (Mouse)",1822,"TISSUE SPECIFICITY: Expressed in testis, thymus, heart and brain. {ECO:0000269|PubMed:20460369}.","","DEVELOPMENTAL STAGE: Detected in the developing cortex at 9.5 dpc. Expression peaks between 10.5 and 13.5 dpc, remains robust at 15.5 dpc and declines thereafter. This peak corresponds to periods of active neurogenesis. {ECO:0000269|PubMed:20460369, ECO:0000269|PubMed:20471352}."
