"","X2","X.1","Entry","X","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage","V2"
"296","lcl|NW_011934567.1_cds_XP_011431328.1_116",455,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"297","lcl|NW_011934567.1_cds_XP_011431328.1_116",525,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"298","lcl|NW_011934567.1_cds_XP_011431488.1_121",180,"P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"299","lcl|NW_011934567.1_cds_XP_011431488.1_121",465,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"300","lcl|NW_011934567.1_cds_XP_011431488.1_121",194,"P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"301","lcl|NW_011934567.1_cds_XP_011431488.1_121",531,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"302","lcl|NW_011934567.1_cds_XP_011431488.1_121",380,"Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"303","lcl|NW_011934567.1_cds_XP_011431679.1_117",448,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"304","lcl|NW_011934567.1_cds_XP_011431679.1_117",517,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"305","lcl|NW_011934567.1_cds_XP_011431679.1_117",386,"Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"306","lcl|NW_011934567.1_cds_XP_011431679.1_117",173,"P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"307","lcl|NW_011934567.1_cds_XP_011431679.1_117",187,"P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"308","lcl|NW_011934567.1_cds_XP_011431755.1_118",378,"Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"309","lcl|NW_011934567.1_cds_XP_011431755.1_118",452,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"310","lcl|NW_011934567.1_cds_XP_011431755.1_118",178,"P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"311","lcl|NW_011934567.1_cds_XP_011431755.1_118",522,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"312","lcl|NW_011934567.1_cds_XP_011431755.1_118",192,"P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"313","lcl|NW_011934567.1_cds_XP_011431912.1_111",456,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"314","lcl|NW_011934567.1_cds_XP_011431912.1_111",382,"Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"315","lcl|NW_011934567.1_cds_XP_011431912.1_111",169,"P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"316","lcl|NW_011934567.1_cds_XP_011431912.1_111",526,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"317","lcl|NW_011934567.1_cds_XP_011431912.1_111",196,"P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"318","lcl|NW_011934567.1_cds_XP_019923816.1_113",179,"P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"319","lcl|NW_011934567.1_cds_XP_019923816.1_113",379,"Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"320","lcl|NW_011934567.1_cds_XP_019923816.1_113",464,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"321","lcl|NW_011934567.1_cds_XP_019923816.1_113",523,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"322","lcl|NW_011934567.1_cds_XP_019923816.1_113",193,"P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"323","lcl|NW_011934567.1_cds_XP_019923966.1_119",383,"Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"324","lcl|NW_011934567.1_cds_XP_019923966.1_119",457,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"325","lcl|NW_011934567.1_cds_XP_019923966.1_119",197,"P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"326","lcl|NW_011934567.1_cds_XP_019923966.1_119",181,"P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"327","lcl|NW_011934567.1_cds_XP_019923966.1_119",527,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"328","lcl|NW_011934567.1_cds_XP_019923983.1_120",528,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"329","lcl|NW_011934567.1_cds_XP_019923983.1_120",198,"P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"330","lcl|NW_011934567.1_cds_XP_019923983.1_120",182,"P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"331","lcl|NW_011934567.1_cds_XP_019923983.1_120",388,"Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"332","lcl|NW_011934567.1_cds_XP_019923983.1_120",462,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"333","lcl|NW_011934567.1_cds_XP_019924112.1_122",459,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"334","lcl|NW_011934567.1_cds_XP_019924112.1_122",385,"Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"335","lcl|NW_011934567.1_cds_XP_019924112.1_122",529,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"336","lcl|NW_011934567.1_cds_XP_019924112.1_122",195,"P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"337","lcl|NW_011934567.1_cds_XP_019924112.1_122",172,"P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"338","lcl|NW_011934567.1_cds_XP_019924127.1_123",460,"Q9N0Z4",152,"AT11B_RABIT","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B) (RING finger-binding protein) (Fragment)","ATP11B","Oryctolagus cuniculus (Rabbit)",1169,"TISSUE SPECIFICITY: Isoform 2 is ubiquitously expressed.","","","LOC105330584"
"339","lcl|NW_011934567.1_cds_XP_019924127.1_123",177,"P98196",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","","","LOC105330584"
"340","lcl|NW_011934567.1_cds_XP_019924127.1_123",530,"Q9Y2G3",151,"AT11B_HUMAN","reviewed","Probable phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)","ATP11B ATPIF ATPIR KIAA0956","Homo sapiens (Human)",1177,"","","","LOC105330584"
"341","lcl|NW_011934567.1_cds_XP_019924127.1_123",199,"P98197",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","","","LOC105330584"
"342","lcl|NW_011934567.1_cds_XP_019924127.1_123",390,"Q8NB49",155,"AT11C_HUMAN","reviewed","Phospholipid-transporting ATPase IG (EC 7.6.2.1) (ATPase IQ) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C)","ATP11C ATPIG ATPIQ","Homo sapiens (Human)",1132,"TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15533723}.","","","LOC105330584"
"343","lcl|NW_011934570.1_cds_XP_011432341.1_127",276,"Q4U2R1",157,"HERC2_MOUSE","reviewed","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","Herc2 Jdf2 Kiaa0393 Rjs","Mus musculus (Mouse)",4836,"TISSUE SPECIFICITY: Highest levels are found in brain and testis with lower levels in heart, lung, liver, skeletal muscle and kidney. Little expression detected in spleen. {ECO:0000269|PubMed:9689098}.","","","LOC105331695"
"344","lcl|NW_011934570.1_cds_XP_011432341.1_127",509,"Q9VR91",158,"HERC2_DROME","reviewed","Probable E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","HERC2 CG11734","Drosophila melanogaster (Fruit fly)",4912,"","","","LOC105331695"
"345","lcl|NW_011934570.1_cds_XP_011432341.1_127",65,"O95714",156,"HERC2_HUMAN","reviewed","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","HERC2","Homo sapiens (Human)",4834,"","","","LOC105331695"
"346","lcl|NW_011934574.1_cds_XP_011433046.1_131",239,"Q16706",161,"MA2A1_HUMAN","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A1 MANA2","Homo sapiens (Human)",1144,"","","","LOC105332200"
"347","lcl|NW_011934574.1_cds_XP_011433046.1_131",127,"P49641",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","","","LOC105332200"
"348","lcl|NW_011934574.1_cds_XP_011433046.1_131",359,"Q8BRK9",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","","","LOC105332200"
"349","lcl|NW_011934574.1_cds_XP_011433046.1_131",113,"P28494",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","","","LOC105332200"
"350","lcl|NW_011934574.1_cds_XP_011433046.1_131",107,"P27046",160,"MA2A1_MOUSE","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Mus musculus (Mouse)",1150,"TISSUE SPECIFICITY: All tissues, mostly in adrenal and thymus.","","","LOC105332200"
"351","lcl|NW_011934574.1_cds_XP_011433124.1_132",358,"Q8BRK9",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","","","LOC105332200"
"352","lcl|NW_011934574.1_cds_XP_011433124.1_132",114,"P28494",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","","","LOC105332200"
"353","lcl|NW_011934574.1_cds_XP_011433124.1_132",125,"P49641",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","","","LOC105332200"
"354","lcl|NW_011934574.1_cds_XP_011433124.1_132",238,"Q16706",161,"MA2A1_HUMAN","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A1 MANA2","Homo sapiens (Human)",1144,"","","","LOC105332200"
"355","lcl|NW_011934574.1_cds_XP_011433124.1_132",109,"P27046",160,"MA2A1_MOUSE","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Mus musculus (Mouse)",1150,"TISSUE SPECIFICITY: All tissues, mostly in adrenal and thymus.","","","LOC105332200"
"356","lcl|NW_011934574.1_cds_XP_011433197.1_133",237,"Q16706",161,"MA2A1_HUMAN","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A1 MANA2","Homo sapiens (Human)",1144,"","","","LOC105332200"
"357","lcl|NW_011934574.1_cds_XP_011433197.1_133",360,"Q8BRK9",163,"MA2A2_MOUSE","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a2 Mana2x","Mus musculus (Mouse)",1152,"","","","LOC105332200"
"358","lcl|NW_011934574.1_cds_XP_011433197.1_133",124,"P49641",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","","","LOC105332200"
"359","lcl|NW_011934574.1_cds_XP_011433197.1_133",108,"P27046",160,"MA2A1_MOUSE","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Mus musculus (Mouse)",1150,"TISSUE SPECIFICITY: All tissues, mostly in adrenal and thymus.","","","LOC105332200"
"360","lcl|NW_011934574.1_cds_XP_011433197.1_133",116,"P28494",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","","","LOC105332200"
"361","lcl|NW_011934574.1_cds_XP_011433280.1_134",115,"P28494",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","","","LOC105332200"
